"";"ent";"con";"n_ren";"p3";"sex";"anios_esc";"fac_tri.x";"ingocup";"e_con";"rama";"c_ocu11c";"tue2";"eda7c";"pre_asa";"medica5c";"ent.1";"hrsocup";"per.x"
"1";15;40005;1;2253;2;16;1318;0;6;3;1;1;4;1;3;15;40;120
"2";15;40024;4;2261;1;17;4235;0;6;1;1;2;3;0;1;15;0;120
"3";15;40033;1;2644;1;9;1770;0;5;4;5;2;6;2;1;15;40;120
"4";15;40045;1;2644;1;12;2071;6450;1;4;5;5;4;0;1;15;0;120
"5";15;40054;2;2644;1;6;2570;0;6;4;5;5;2;0;1;15;40;120
"6";15;40054;1;2271;1;16;2570;0;1;4;1;5;5;0;1;15;32;120
"7";15;40066;1;1512;1;16;2659;0;5;4;4;1;4;1;3;15;45;120
"8";15;40086;1;2271;2;15;1662;4800;6;4;1;4;2;1;3;15;20;120
"9";15;40090;4;2621;2;15;1670;0;6;3;1;1;2;1;3;15;45;120
"10";15;40093;1;1621;1;16;2248;12000;5;4;4;1;3;1;3;15;54;120
"11";15;40096;1;2643;1;12;2137;10000;2;4;1;1;5;1;3;15;45;120
"12";15;40096;4;2271;2;16;2137;0;6;4;1;1;2;1;3;15;45;120
"13";15;40099;3;2271;1;16;1801;16000;6;2;1;1;2;1;3;15;50;120
"14";15;40112;1;2621;1;12;2464;17200;5;2;1;1;3;1;3;15;40;120
"15";15;40122;3;2271;2;16;1827;0;6;4;1;1;2;1;3;15;45;120
"16";15;40126;1;2644;1;13;1760;0;1;5;5;4;3;1;3;15;40;120
"17";15;40127;7;2271;1;16;1699;0;5;4;1;1;4;1;3;15;40;120
"18";15;40134;2;2271;1;16;1773;6000;6;4;1;1;2;1;2;15;35;120
"19";15;40139;1;1621;1;16;3007;14000;1;3;4;1;3;1;3;15;51;120
"20";15;40152;7;2643;2;13;1766;12900;5;4;1;5;2;0;1;15;36;120
"21";15;40152;8;2644;1;16;1766;16000;5;4;5;1;3;1;3;15;44;120
"22";15;40154;1;2643;1;9;1851;0;5;4;1;5;4;2;1;15;42;120
"23";15;40155;2;2644;1;9;1463;0;6;4;5;5;4;2;1;15;40;120
"24";15;40157;1;2261;1;17;5199;0;5;1;1;1;4;1;3;15;54;120
"25";15;40158;1;2281;1;17;3373;0;5;1;1;1;5;1;3;15;50;120
"26";15;40163;4;2261;1;17;1745;0;1;1;1;1;2;1;3;15;60;120
"27";15;40169;2;2272;2;15;1658;7000;6;5;1;4;4;1;3;15;56;120
"28";15;40176;3;2271;1;18;1806;0;6;4;1;1;3;1;3;15;40;120
"29";15;40181;3;2271;1;16;1886;0;3;2;1;1;4;1;3;15;40;120
"30";15;40186;3;2252;1;17;3278;0;1;4;1;5;3;0;1;15;36;120
"31";15;40215;1;2623;1;12;2355;0;5;2;1;1;5;1;3;15;48;120
"32";15;40215;3;2281;1;16;2355;0;6;4;1;1;3;1;3;15;48;120
"33";15;40219;1;2644;1;9;1489;0;5;4;5;1;5;1;3;15;40;120
"34";15;40261;3;2271;1;16;1664;16000;6;4;1;1;2;1;3;15;45;120
"35";15;40267;1;2644;1;12;2119;6450;5;1;5;1;2;1;3;15;60;120
"36";15;40271;3;2242;1;16;1900;0;6;3;1;1;2;1;4;15;48;120
"37";15;40283;5;2271;1;16;2867;14000;6;4;1;1;3;1;3;15;50;120
"38";15;40285;2;2271;2;16;1672;0;1;5;1;4;4;1;3;15;40;120
"39";15;40291;3;2640;1;16;2751;6000;6;3;5;1;2;1;3;15;54;120
"40";15;40296;1;2643;1;12;2107;0;5;4;1;1;4;1;3;15;40;120
"41";15;40296;1;2241;1;16;2107;0;5;1;1;1;5;1;3;15;50;120
"42";15;40300;4;2644;1;12;1969;0;6;1;5;5;3;2;1;15;48;120
"43";15;40305;1;1212;1;16;1448;0;1;4;3;1;4;1;3;15;55;120
"44";15;40306;3;2644;1;9;1984;0;2;1;5;5;2;0;1;15;60;120
"45";15;40311;1;1512;1;12;2017;12000;5;4;4;3;5;1;3;15;48;120
"46";15;40319;3;2272;2;16;1465;0;6;3;1;1;2;1;3;15;45;120
"47";15;40324;1;2242;1;17;1825;20000;1;4;1;2;3;0;1;15;77;120
"48";15;40324;3;1621;1;16;1825;0;1;4;4;1;4;2;1;15;40;120
"49";15;40342;1;2643;1;12;1492;22000;4;1;1;1;3;1;3;15;56;120
"50";15;40342;5;2644;1;12;1492;0;6;4;5;1;2;1;3;15;66;120
"51";15;40356;2;1212;2;16;1420;7310;6;3;3;1;2;1;3;15;42;120
"52";15;40361;3;2271;1;17;2481;5000;6;4;1;1;2;1;3;15;32;120
"53";9;40006;2;2271;1;17;966;0;6;4;1;1;2;1;3;9;32;120
"54";9;40013;1;2253;1;16;915;0;5;2;1;1;3;1;3;9;27;120
"55";9;40015;1;2271;1;17;971;0;5;4;1;1;4;1;3;9;40;120
"56";9;40024;1;2253;1;16;908;0;5;4;1;2;6;0;1;9;13;120
"57";9;40026;3;2644;1;9;864;0;6;1;5;2;3;1;4;9;0;120
"58";9;40029;1;1212;1;18;1164;0;6;4;3;1;3;1;3;9;40;120
"59";9;40029;3;2640;1;17;1164;15000;6;1;5;1;3;1;3;9;36;120
"60";9;40033;1;1212;1;16;1302;50000;5;4;3;1;4;1;3;9;28;120
"61";9;40035;3;2271;2;17;834;8500;6;4;1;1;3;1;3;9;24;120
"62";9;40037;1;2271;1;16;826;24000;5;4;1;1;3;1;3;9;32;120
"63";9;40040;1;1322;1;18;721;25000;5;4;3;1;4;1;3;9;36;120
"64";9;40049;2;1212;2;16;1051;18000;5;4;3;1;3;1;3;9;0;120
"65";9;40070;2;2271;1;18;1386;0;2;4;1;1;4;2;1;9;40;120
"66";9;40076;1;2281;1;17;2450;0;5;4;1;1;4;1;3;9;27;120
"67";9;40081;3;2640;1;14;1084;0;6;1;5;1;2;1;3;9;30;120
"68";9;40088;2;2640;2;12;937;0;6;4;5;4;3;1;3;9;32;120
"69";9;40100;1;1212;1;18;1161;0;5;4;3;1;4;1;3;9;40;120
"70";9;40108;1;2643;1;12;1355;0;5;4;1;1;4;1;3;9;40;120
"71";9;40110;1;2640;1;17;1230;0;5;1;5;1;5;1;3;9;50;120
"72";9;40112;1;1321;1;16;1110;0;5;4;3;1;3;1;3;9;50;120
"73";9;40118;1;2644;1;13;927;0;6;4;5;5;6;0;1;9;25;120
"74";9;40120;2;2253;2;17;842;8000;6;4;1;1;2;1;3;9;40;120
"75";9;40121;2;2251;1;17;880;25000;6;4;1;1;3;1;3;9;50;120
"76";9;40123;2;2242;1;17;865;0;6;4;1;5;3;0;1;9;32;120
"77";9;40125;1;2271;1;16;1164;0;5;4;1;1;4;1;3;9;40;120
"78";9;40129;3;2253;2;17;1094;0;6;4;1;1;2;1;3;9;40;120
"79";9;40129;6;2281;2;16;1094;0;6;4;1;1;2;2;2;9;48;120
"80";9;40131;2;2640;1;6;878;9600;1;4;5;2;5;1;3;9;48;120
"81";9;40131;3;2644;1;12;878;0;6;4;5;5;3;0;1;9;25;120
"82";9;40140;1;2643;1;16;1343;8000;1;4;1;1;3;1;3;9;48;120
"83";9;40142;3;2242;1;17;722;0;6;4;1;1;2;1;3;9;40;120
"84";9;40150;1;2611;1;11;854;0;5;4;1;4;6;1;3;9;45;120
"85";9;40152;1;2622;1;9;873;7310;5;1;1;1;4;1;3;9;45;120
"86";9;40153;1;1512;1;16;849;17000;5;2;4;1;3;1;3;9;45;120
"87";9;40158;1;2261;1;16;970;0;5;1;1;1;3;1;3;9;45;120
"88";9;40171;3;2643;1;12;921;0;2;1;1;5;5;0;1;9;16;120
"89";9;40172;1;2644;1;10;1475;5160;5;2;5;1;5;1;3;9;47;120
"90";9;40173;2;2252;1;16;849;0;1;2;1;1;4;1;3;9;51;120
"91";9;40178;2;2271;2;16;737;0;6;4;1;1;3;1;3;9;45;120
"92";9;40181;2;1622;1;16;891;0;5;1;4;1;3;2;1;9;50;120
"93";9;40195;3;2612;1;12;923;8000;5;4;1;1;4;1;3;9;45;120
"94";9;40198;3;2643;1;13;821;0;6;4;1;1;2;1;3;9;36;120
"95";9;40201;2;2643;1;12;944;0;6;4;1;1;3;1;3;9;44;120
"96";9;40222;1;2253;1;16;791;30000;5;4;1;1;2;1;3;9;30;120
"97";9;40224;1;2643;1;15;954;6880;6;1;1;1;4;1;3;9;45;120
"98";9;40237;1;1321;2;16;1194;0;5;4;3;1;5;1;3;9;50;120
"99";9;40237;2;2644;1;16;1194;0;5;1;5;2;6;0;1;9;40;120
"100";9;40242;1;2644;1;12;653;8000;5;1;5;5;5;0;1;9;49;120
"101";9;40244;1;2271;1;18;916;55000;5;4;1;1;5;1;3;9;45;120
"102";9;40244;2;1212;2;16;916;0;5;4;3;1;4;1;3;9;45;120
"103";9;40255;5;2242;1;15;866;0;5;1;1;1;3;1;3;9;50;120
"104";9;40257;3;2242;1;16;687;0;6;7;1;5;2;2;1;9;8;120
"105";9;40269;1;2644;2;12;833;0;6;4;5;1;3;1;3;9;45;120
"106";9;40271;3;2643;1;11;757;0;6;4;1;1;4;1;3;9;40;120
"107";9;40272;2;2261;1;17;978;0;5;1;1;1;4;0;1;9;57;120
"108";9;40278;1;2644;1;9;766;1000;5;1;5;5;5;0;1;9;12;120
"109";9;40279;3;2261;1;16;809;0;6;1;1;1;5;2;2;9;45;120
"110";9;40284;2;2643;1;12;818;0;1;4;1;5;3;0;1;9;51;120
"111";9;40289;3;1212;1;12;1016;0;2;4;3;1;3;1;3;9;70;120
"112";9;40293;1;1212;2;16;1210;50000;6;4;3;4;3;1;3;9;60;120
"113";9;40294;3;2254;1;16;1151;0;6;4;1;4;2;0;1;9;30;120
"114";9;40302;1;2271;1;16;1021;28000;1;4;1;1;3;2;1;9;40;120
"115";9;40302;2;2271;2;16;1021;25000;1;4;1;1;3;2;1;9;40;120
"116";9;40304;3;2640;1;12;999;0;6;2;5;1;3;1;3;9;40;120
"117";9;40308;3;2271;1;15;776;0;6;2;1;1;2;1;3;9;40;120
"118";9;40308;4;2643;1;16;776;4000;5;2;1;1;2;2;2;9;35;120
"119";9;40312;2;1621;1;16;812;18000;6;4;4;4;4;1;3;9;32;120
"120";9;40314;1;1622;2;16;1381;30000;5;4;4;4;4;1;3;9;40;120
"121";9;40318;3;2271;2;18;782;0;6;4;1;1;3;2;1;9;40;120
"122";9;40326;1;2643;1;12;441;0;1;4;1;5;4;0;1;9;72;120
"123";9;40327;1;2252;1;17;1513;0;5;4;1;1;3;1;3;9;40;120
"124";9;40333;4;2242;1;15;1850;0;6;4;1;1;2;1;3;9;30;120
"125";9;40337;4;2271;2;16;869;0;6;4;1;1;4;3;2;9;40;120
"126";9;40359;1;2281;1;17;1043;16000;5;4;1;1;5;1;3;9;40;120
"127";9;40359;1;2640;1;16;1043;0;5;4;5;1;5;1;3;9;60;120
"128";9;40361;3;2271;1;15;800;0;5;4;1;1;3;2;2;9;50;120
"129";9;40364;1;2254;1;19;855;20000;1;4;1;1;3;1;3;9;54;120
"130";9;40364;1;2261;1;19;855;0;5;4;1;2;4;0;1;9;40;120
"131";9;40369;1;1621;2;9;693;11600;4;3;4;1;5;1;3;9;60;120
"132";9;40371;1;2271;1;18;992;0;5;4;1;1;3;1;3;9;50;120
"133";9;40373;1;1212;1;16;703;12000;5;4;3;1;2;1;3;9;45;120
"134";9;40374;1;2640;1;12;865;0;5;4;5;1;4;1;3;9;40;120
"135";9;40376;3;2281;1;17;842;0;6;4;1;1;3;1;3;9;60;120
"136";9;40379;1;2644;1;2;856;0;2;4;5;5;5;0;1;9;9;120
"137";9;40385;1;2271;1;21;1020;30000;5;4;1;1;4;1;3;9;75;120
"138";9;40395;8;2643;1;9;1147;0;6;4;1;5;5;0;1;9;42;120
"139";9;40396;1;2261;1;16;2517;0;5;1;1;2;5;0;1;9;60;120
"140";9;40409;3;1512;2;16;1091;0;6;4;4;4;2;1;3;9;41;120
"141";9;40414;3;2621;1;13;965;13975;6;2;1;1;2;1;3;9;48;120
"142";9;40417;1;2271;1;16;850;0;5;2;1;1;2;1;3;9;40;120
"143";9;40421;2;2271;1;16;1153;25000;5;4;1;1;3;1;3;9;40;120
"144";9;40426;1;2643;1;11;706;7000;5;4;1;5;6;0;1;9;48;120
"145";9;40439;1;2271;1;16;808;18000;5;4;1;4;4;1;3;9;40;120
"146";9;40440;1;2271;2;17;857;0;3;4;1;1;5;1;3;9;40;120
"147";9;40440;2;1212;1;17;857;40000;1;4;3;4;3;1;3;9;50;120
"148";9;40448;1;2271;2;16;1324;0;6;4;1;1;3;1;3;9;50;120
"149";9;40451;2;2271;1;16;941;0;6;4;1;1;4;1;3;9;40;120
"150";9;40458;3;2271;1;16;1031;18000;6;3;1;1;2;1;3;9;45;120
"151";9;40460;1;2271;1;16;748;8000;5;4;1;1;3;1;1;9;0;120
"152";9;40460;3;2271;1;16;748;6000;6;4;1;1;2;1;1;9;0;120
"153";9;40473;2;2261;1;17;896;0;6;1;1;1;4;1;3;9;54;120
"154";9;40477;1;2242;1;16;1059;0;5;4;1;1;5;1;3;9;50;120
"155";9;40484;1;1622;2;12;892;7000;6;4;4;4;6;1;3;9;35;120
"156";9;40486;1;1212;2;18;627;0;3;4;3;1;4;1;3;9;30;120
"157";9;40487;1;2271;1;16;1123;12000;5;4;1;4;3;1;3;9;40;120
"158";9;40489;3;2242;1;16;987;0;6;4;1;1;2;1;3;9;40;120
"159";9;40504;2;2261;1;16;1138;0;6;4;1;4;4;1;4;9;50;120
"160";9;40506;1;1512;2;9;1095;18000;3;4;4;4;5;1;3;9;40;120
"161";9;40509;3;2271;1;16;1293;0;5;4;1;2;3;0;1;9;60;120
"162";9;40510;3;2253;1;17;862;0;6;2;1;1;2;1;3;9;40;120
"163";9;40516;3;2271;1;16;789;0;6;4;1;4;3;1;3;9;40;120
"164";9;40521;3;2271;1;16;807;30000;6;4;1;1;2;1;3;9;50;120
"165";9;40524;1;1512;1;16;689;12000;5;4;4;4;5;1;3;9;50;120
"166";9;40525;3;2643;2;11;872;0;6;4;1;4;5;1;3;9;50;120
"167";9;40533;1;2271;1;16;647;0;5;4;1;1;3;1;3;9;40;120
"168";9;40533;1;2252;1;16;647;0;5;4;1;4;4;1;3;9;45;120
"169";9;40535;1;1622;1;11;738;0;5;4;4;1;6;1;3;9;45;120
"170";9;40538;1;2261;1;16;866;0;5;1;1;1;6;2;1;9;25;120
"171";9;40538;1;1212;1;17;866;0;5;1;3;2;6;0;1;9;40;120
"172";9;40541;1;2272;1;15;997;15000;2;4;1;4;4;1;3;9;30;120
"173";9;40546;3;2271;1;16;833;0;6;1;1;1;3;1;3;9;48;120
"174";9;40552;1;1512;1;18;613;20000;1;4;4;4;3;1;3;9;45;120
"175";9;40552;1;2271;1;16;613;0;1;4;1;4;5;1;3;9;40;120
"176";9;40560;1;2271;1;17;943;0;5;4;1;1;4;2;2;9;40;120
"177";9;40564;2;2272;1;15;693;6000;6;4;1;5;3;0;1;9;34;120
"178";9;40571;3;2643;1;11;1025;0;1;1;1;1;3;1;4;9;45;120
"179";9;40580;2;2262;1;16;772;0;1;4;1;4;5;1;3;9;45;120
"180";9;40588;1;2271;1;17;924;60000;5;4;1;1;4;1;3;9;40;120
"181";9;40590;1;2272;1;16;1074;40000;6;4;1;2;3;1;1;9;48;120
"182";9;40596;2;2643;2;12;677;4500;5;4;1;1;2;2;2;9;54;120
"183";9;40597;2;2253;1;16;1183;0;6;2;1;1;2;1;1;9;40;120
"184";9;40599;2;2640;1;11;863;12900;1;4;5;4;2;1;3;9;32;120
"185";9;40602;1;1621;1;16;871;0;1;4;4;4;4;1;3;9;32;120
"186";9;40602;2;1212;2;16;871;0;1;4;3;1;4;1;3;9;45;120
"187";9;40603;5;2640;1;17;790;0;6;1;5;1;2;2;2;9;45;120
"188";9;40604;4;2644;1;12;866;0;5;1;5;2;3;1;3;9;51;120
"189";9;40606;3;1622;1;17;828;0;6;4;4;4;3;1;3;9;32;120
"190";9;40613;3;2253;2;16;2259;0;6;2;1;1;3;1;3;9;32;120
"191";9;40620;3;2271;1;16;1035;0;6;4;1;1;3;1;3;9;32;120
"192";9;40627;1;2271;1;17;819;0;3;4;1;1;4;1;3;9;32;120
"193";9;40628;1;2253;2;16;1151;0;6;4;1;2;4;0;1;9;40;120
"194";9;40629;1;1212;1;19;1196;0;3;3;3;1;5;1;4;9;40;120
"195";9;40630;1;2261;1;23;1484;0;5;4;1;4;4;1;3;9;40;120
"196";9;40634;2;2643;1;12;4453;0;6;4;1;1;2;1;3;9;48;120
"197";28;40002;1;2643;1;9;140;3000;5;4;1;2;3;0;1;28;36;120
"198";28;40002;5;2643;1;13;140;3010;6;4;1;2;1;2;1;28;0;120
"199";28;40007;1;2261;1;17;151;12900;5;1;1;1;5;1;4;28;37;120
"200";28;40010;1;2644;1;12;178;6450;1;1;5;5;4;0;1;28;0;120
"201";28;40018;1;2640;1;10;138;10750;5;1;5;1;4;1;3;28;25;120
"202";28;40020;3;2241;1;15;206;0;6;4;1;5;3;0;1;28;40;120
"203";28;40029;3;2271;2;17;108;10000;1;4;1;4;3;1;3;28;44;120
"204";28;40033;3;2261;1;17;208;4200;6;4;1;4;2;1;3;28;0;120
"205";28;40040;1;1622;1;16;126;21500;5;4;4;1;5;1;3;28;30;120
"206";28;40045;1;1512;2;14;164;18000;1;4;4;1;3;1;3;28;38;120
"207";28;40046;3;2644;1;12;132;0;5;4;5;5;6;0;1;28;0;120
"208";28;40048;1;2640;1;16;180;0;5;5;5;4;4;1;3;28;48;120
"209";28;40049;1;2261;1;17;126;0;5;1;1;1;5;1;3;28;38;120
"210";28;40051;1;2261;1;16;155;0;6;1;1;1;7;1;3;28;28;120
"211";28;40055;1;1512;2;12;151;4000;2;4;4;1;4;1;3;28;40;120
"212";28;40079;1;2252;1;17;128;0;5;4;1;2;4;1;3;28;44;120
"213";28;40083;1;1212;1;16;123;0;1;7;3;1;5;1;3;28;44;120
"214";28;40087;1;1512;1;12;119;0;5;4;4;1;3;2;2;28;44;120
"215";28;40088;3;2271;1;16;193;10000;6;4;1;2;2;1;2;28;44;120
"216";28;40098;3;2253;2;17;137;10000;6;1;1;1;2;1;3;28;44;120
"217";28;40106;1;2262;1;16;160;30100;5;5;1;4;4;1;3;28;72;120
"218";28;40114;3;2271;1;16;113;0;6;4;1;1;2;1;2;28;50;120
"219";28;40127;2;2261;1;16;168;8600;5;1;1;1;4;1;3;28;50;120
"220";28;40132;1;2252;1;17;248;0;1;1;1;1;3;1;3;28;48;120
"221";28;40139;1;2252;1;17;111;7310;5;4;1;1;4;1;3;28;40;120
"222";28;40154;1;2242;1;15;119;6000;6;4;1;5;3;0;1;28;18;120
"223";28;40194;2;2253;2;17;122;18000;1;2;1;1;3;1;3;28;50;120
"224";28;40195;3;2251;2;17;158;8000;6;2;1;1;2;1;3;28;40;120
"225";28;40198;2;1512;2;17;123;24000;5;4;4;1;4;1;3;28;50;120
"226";28;40199;1;1512;1;12;239;0;5;4;4;1;4;2;1;28;60;120
"227";28;40202;1;2253;1;16;151;0;5;2;1;1;3;1;3;28;40;120
"228";28;40228;4;2251;2;17;268;18000;6;2;1;1;2;1;3;28;40;120
"229";28;40238;1;1212;1;17;206;20000;5;4;3;1;3;1;3;28;60;120
"230";28;40240;1;2252;1;17;127;30000;5;4;1;2;5;0;1;28;40;120
"231";28;40240;2;2241;1;17;127;0;5;3;1;1;3;1;3;28;60;120
"232";28;40242;2;2253;2;16;136;0;6;2;1;1;2;1;3;28;50;120
"233";28;40249;1;2644;1;9;138;3600;1;4;5;2;3;1;4;28;36;120
"234";28;40256;1;2644;1;15;166;5000;5;4;5;2;3;1;4;28;35;120
"235";28;40256;1;2643;2;17;166;0;5;5;1;4;4;1;3;28;40;120
"236";28;40289;1;2261;1;17;124;20000;5;1;1;1;4;1;3;28;55;120
"237";28;40292;3;2252;1;17;123;21500;6;1;1;1;2;1;3;28;60;120
"238";28;40298;1;2242;1;16;102;10000;5;2;1;1;3;1;3;28;40;120
"239";28;40300;4;2271;1;17;132;0;6;4;1;1;4;1;4;28;49;120
"240";28;40307;1;2644;1;9;115;1290;1;4;5;5;4;0;1;28;16;120
"241";28;40312;1;2644;1;14;116;5000;1;4;5;1;2;1;3;28;44;120
"242";28;40315;1;2253;1;17;152;10000;5;2;1;1;4;1;3;28;48;120
"243";28;40319;1;2241;1;17;385;0;6;1;1;1;2;1;3;28;44;120
"244";28;40319;1;2261;1;16;385;10750;6;1;1;1;2;1;3;28;44;120
"245";28;40321;1;2252;1;17;171;8600;5;2;1;1;4;1;3;28;40;120
"246";28;40338;1;2640;1;17;114;0;5;2;5;1;5;1;3;28;40;120
"247";28;40344;1;2251;1;17;142;0;5;2;1;1;5;1;3;28;40;120
"248";28;40344;1;2251;1;17;142;0;5;2;1;1;6;1;3;28;60;120
"249";28;40346;7;2644;1;9;134;0;5;4;5;1;2;1;3;28;60;120
"250";28;40347;1;2253;1;16;161;0;5;1;1;1;4;1;3;28;40;120
"251";28;40353;1;2271;1;17;371;10000;1;4;1;1;3;1;3;28;50;120
"252";28;40361;1;2643;1;12;121;0;6;4;1;1;4;1;3;28;45;120
"253";28;40366;1;2640;1;13;138;27950;5;5;5;4;3;1;3;28;40;120
"254";28;40369;1;1322;1;16;188;0;5;4;3;1;5;0;1;28;76;120
"255";28;40378;2;2251;2;16;127;0;5;2;1;1;5;1;3;28;40;120
"256";28;40379;3;2271;2;16;133;0;5;4;1;5;3;0;1;28;14;120
"257";28;40382;4;2612;1;15;148;10000;5;4;1;4;5;1;3;28;40;120
"258";30;41006;1;2621;1;16;146;12000;1;2;1;1;2;1;3;30;40;120
"259";30;41006;1;2644;1;0;146;6020;1;1;5;2;3;1;4;30;50;120
"260";30;41009;3;2640;1;16;123;0;6;1;5;1;3;1;3;30;46;120
"261";30;41010;2;2271;1;16;147;4000;6;4;1;2;2;2;1;30;40;120
"262";30;41011;1;2644;1;12;143;4300;1;4;5;2;3;0;1;30;40;120
"263";30;41023;1;2261;1;17;275;0;5;1;1;2;3;0;1;30;50;120
"264";30;41031;1;2643;1;14;117;9460;6;1;1;2;3;1;3;30;32;120
"265";30;41033;3;2261;1;16;170;0;6;1;1;1;2;1;2;30;40;120
"266";30;41033;1;2261;1;16;170;0;5;1;1;2;5;0;1;30;32;120
"267";30;41042;1;2271;1;18;137;19000;5;1;1;1;4;1;3;30;48;120
"268";30;41053;3;2643;1;12;117;0;1;4;1;5;4;0;1;30;60;120
"269";30;41054;4;2644;1;9;128;0;6;4;5;1;1;1;3;30;30;120
"270";30;41080;1;2261;1;17;184;20000;5;1;1;1;4;1;3;30;56;120
"271";30;41083;1;2643;1;12;107;2150;5;4;1;5;3;0;1;30;15;120
"272";30;41090;1;1212;1;6;121;10000;5;4;3;1;4;1;3;30;48;120
"273";30;41102;3;2644;1;12;105;0;6;4;5;5;3;0;1;30;48;120
"274";30;41108;6;2644;1;12;195;6450;1;4;5;1;2;1;2;30;72;120
"275";30;41119;3;2622;2;18;101;0;6;4;1;4;5;1;3;30;40;120
"276";30;41123;1;2644;1;9;116;0;5;4;5;1;3;1;3;30;48;120
"277";30;41123;1;2242;1;16;116;0;5;1;1;1;4;1;3;30;46;120
"278";30;41126;3;2644;1;9;121;3440;6;4;5;5;2;0;1;30;54;120
"279";30;41133;1;2261;1;16;131;0;5;1;1;1;3;2;1;30;50;120
"280";30;41150;1;2272;1;16;105;10000;5;4;1;4;3;1;3;30;40;120
"281";30;41161;2;2612;1;12;179;10000;5;4;1;4;5;1;3;30;35;120
"282";30;41166;1;1512;1;16;197;20000;6;4;4;1;5;1;3;30;40;120
"283";30;41168;2;2261;1;16;149;17000;5;1;1;1;2;1;3;30;40;120
"284";30;41175;1;2252;1;16;105;8000;5;4;1;1;3;1;3;30;50;120
"285";30;41187;3;2261;1;17;87;0;5;4;1;4;4;1;3;30;48;120
"286";30;41195;1;2640;1;16;153;18000;6;4;5;1;2;1;3;30;45;120
"287";30;41208;1;2253;1;16;147;16000;5;2;1;1;3;1;3;30;48;120
"288";30;41218;1;2271;1;16;120;0;1;4;1;1;3;1;3;30;44;120
"289";30;41221;4;2644;1;9;149;15000;1;4;5;2;2;2;1;30;24;120
"290";30;41261;3;2241;1;16;154;0;6;5;1;4;3;1;3;30;58;120
"291";30;41269;1;2261;1;17;174;0;5;1;1;5;3;0;1;30;30;120
"292";30;41271;1;2262;1;15;117;11200;2;4;1;4;5;1;3;30;40;120
"293";30;41289;1;2643;1;9;124;12900;5;4;1;2;3;0;1;30;35;120
"294";30;41293;3;2261;1;17;122;0;6;1;1;1;5;1;4;30;72;120
"295";30;41310;1;1621;1;16;92;0;5;4;4;4;5;1;3;30;46;120
"296";30;41320;1;2644;1;9;121;400;5;4;5;5;5;0;1;30;8;120
"297";30;41332;2;2643;1;12;120;2150;3;4;1;5;6;0;1;30;42;120
"298";30;41360;3;2643;1;9;317;0;6;4;1;2;2;0;1;30;64;120
"299";30;41395;5;2643;1;9;237;6450;6;4;1;2;2;2;1;30;55;120
"300";30;41395;6;2643;1;6;237;6450;6;4;1;2;3;2;1;30;55;120
"301";30;41408;1;2644;1;16;103;0;5;4;5;1;4;1;3;30;48;120
"302";30;41412;1;2644;1;12;124;10000;6;4;5;1;5;1;3;30;50;120
"303";30;41413;2;1624;2;16;193;10200;1;4;4;4;2;1;3;30;40;120
"304";30;41420;2;2644;1;17;149;0;6;4;5;1;2;1;3;30;0;120
"305";12;40001;2;2271;1;17;154;2580;5;4;1;2;3;0;1;12;50;120
"306";12;40024;3;2271;1;16;113;9000;6;4;1;4;2;1;3;12;0;120
"307";12;40030;1;2644;1;0;96;2580;5;4;5;5;6;0;1;12;12;120
"308";12;40041;1;1512;2;17;158;0;2;4;4;1;4;1;3;12;40;120
"309";12;40058;1;2271;1;17;131;0;5;4;1;1;3;1;3;12;40;120
"310";12;40073;1;2261;1;17;194;20000;5;1;1;1;4;0;1;12;56;120
"311";12;40074;2;2643;1;12;201;2150;6;4;1;5;2;0;1;12;18;120
"312";12;40123;2;2644;1;12;146;15000;5;4;5;5;2;0;1;12;18;120
"313";12;40134;1;2271;1;17;106;7000;5;4;1;3;3;1;3;12;45;120
"314";12;40144;3;2643;1;12;86;4730;5;4;1;5;3;2;1;12;48;120
"315";12;40158;1;2640;1;12;185;0;3;4;5;1;5;1;3;12;60;120
"316";12;40171;1;2644;1;12;127;10000;1;1;5;1;4;1;3;12;48;120
"317";12;40171;2;2644;1;9;127;12900;5;4;5;2;4;0;1;12;54;120
"318";12;40184;1;2640;1;17;95;0;5;5;5;4;4;1;3;12;45;120
"319";12;40193;4;2644;1;17;142;0;2;4;5;1;3;1;3;12;48;120
"320";12;40197;3;2242;1;16;126;0;6;1;1;1;2;1;4;12;46;120
"321";12;40214;1;1133;1;17;105;25000;2;3;3;1;5;1;3;12;72;120
"322";12;40220;1;2271;1;17;84;0;5;4;1;1;3;1;3;12;40;120
"323";12;40232;3;2644;1;17;126;0;6;4;5;2;2;1;4;12;60;120
"324";12;40237;1;2272;1;17;115;6400;5;4;1;1;4;2;1;12;30;120
"325";12;40238;3;2644;1;14;131;6000;1;4;5;5;2;0;1;12;12;120
"326";12;40249;2;2644;1;12;234;3600;6;4;5;2;2;2;1;12;70;120
"327";12;40251;1;2271;1;17;322;28000;5;4;1;4;4;1;3;12;56;120
"328";12;40255;3;2644;1;12;122;3870;6;4;5;2;2;3;2;12;48;120
"329";12;40270;1;2281;1;18;516;0;5;4;1;1;5;1;3;12;48;120
"330";12;40288;1;2643;1;6;139;4000;5;4;1;5;3;0;1;12;42;120
"331";12;40289;1;2612;1;17;125;6000;5;4;1;4;6;1;3;12;30;120
"332";12;40301;1;2261;1;17;122;6000;5;1;1;1;6;2;1;12;60;120
