"";"ent";"con";"n_ren";"p3";"sex";"anios_esc";"fac_tri.x";"ingocup";"e_con";"rama";"c_ocu11c";"tue2";"eda7c";"pre_asa";"medica5c";"ent.1";"hrsocup";"per.x"
"2110";22;40150;4;2272;2;16;110;0;6;4;1;1;2;1;3;22;32;120
"2111";22;40153;1;2644;1;9;399;17200;5;4;5;5;2;0;1;22;20;120
"2112";22;40155;4;2644;1;12;514;0;5;4;5;5;3;0;1;22;39;120
"2113";22;40161;1;2643;1;12;99;0;5;4;1;1;3;1;3;22;40;120
"2114";22;40162;1;2261;1;16;102;0;5;1;1;1;4;3;2;22;48;120
"2115";22;40164;2;1212;2;16;123;0;5;4;3;1;3;1;3;22;40;120
"2116";22;40164;2;2253;2;17;123;0;6;2;1;1;3;1;3;22;54;120
"2117";22;40167;2;2242;1;16;259;0;5;4;1;1;4;1;3;22;40;120
"2118";22;40168;1;2271;1;18;186;14000;5;4;1;1;5;1;3;22;40;120
"2119";22;40171;1;2252;1;16;228;10000;5;4;1;1;3;1;3;22;40;120
"2120";22;40171;2;2252;1;16;228;0;6;2;1;1;2;1;3;22;48;120
"2121";22;40171;3;2252;1;16;228;0;6;2;1;1;2;1;3;22;48;120
"2122";22;40171;4;2252;1;16;228;0;6;2;1;1;2;1;3;22;48;120
"2123";22;40177;2;2271;1;16;171;14000;6;4;1;1;2;1;3;22;45;120
"2124";22;40177;3;2271;2;16;171;0;6;4;1;1;2;1;3;22;50;120
"2125";22;40180;1;2242;1;16;157;0;6;4;1;1;3;1;3;22;50;120
"2126";22;40181;1;2253;1;16;136;0;1;2;1;1;3;1;3;22;40;120
"2127";22;40181;3;2271;1;17;136;6450;6;4;1;2;3;1;3;22;40;120
"2128";22;40196;3;2621;1;13;120;4000;6;4;1;4;2;2;1;22;25;120
"2129";22;40203;3;2621;1;14;140;0;6;2;1;1;2;1;3;22;46;120
"2130";22;40203;4;2621;1;14;140;0;6;2;1;1;2;1;3;22;40;120
"2131";22;40203;5;2621;1;15;140;5160;6;2;1;1;2;1;3;22;40;120
"2132";22;40206;1;2262;1;16;299;0;5;4;1;2;4;0;1;22;50;120
"2133";22;40210;3;2242;1;16;129;0;6;4;1;4;3;1;3;22;45;120
"2134";22;40211;1;2253;1;16;163;0;6;2;1;1;3;1;3;22;40;120
"2135";22;40217;1;1212;1;16;148;0;5;4;3;1;5;1;3;22;40;120
"2136";22;40228;1;2644;1;12;124;0;1;3;5;2;2;0;1;22;72;120
"2137";22;40229;1;2271;1;16;162;0;5;4;1;2;3;1;4;22;30;120
"2138";22;40233;1;2271;1;16;144;0;5;4;1;1;3;1;3;22;40;120
"2139";22;40237;3;2621;2;12;137;0;6;2;1;1;2;1;3;22;48;120
"2140";22;40240;1;2643;1;12;152;17200;5;4;1;1;4;1;3;22;50;120
"2141";22;40240;3;1212;2;16;152;10000;6;3;3;1;3;1;3;22;40;120
"2142";22;40242;1;1212;1;18;144;0;5;4;3;4;4;1;3;22;45;120
"2143";22;40244;1;2621;1;12;128;0;5;2;1;1;5;1;3;22;60;120
"2144";22;40244;1;2643;1;15;128;10000;6;4;1;1;2;1;3;22;40;120
"2145";22;40244;2;2252;1;15;128;0;1;4;1;1;2;1;3;22;48;120
"2146";22;40246;3;2253;1;16;113;0;3;4;1;2;6;0;1;22;45;120
"2147";22;40247;1;2643;1;6;209;0;5;4;1;1;5;2;1;22;72;120
"2148";22;40249;1;2242;1;18;163;0;5;4;1;1;2;1;3;22;60;120
"2149";22;40249;3;2253;1;16;163;0;6;4;1;1;2;1;3;22;60;120
"2150";22;40250;4;2253;1;16;144;0;6;4;1;2;2;0;1;22;30;120
"2151";22;40259;2;1212;2;12;147;0;5;3;3;1;5;0;1;22;54;120
"2152";22;40261;1;1212;1;16;107;15000;5;3;3;1;5;1;3;22;40;120
"2153";22;40265;3;2271;1;19;93;0;5;4;1;1;3;2;1;22;40;120
"2154";22;40266;2;2253;1;16;117;0;6;2;1;1;3;1;3;22;48;120
"2155";22;40266;1;2252;1;16;117;0;1;4;1;1;3;1;3;22;47;120
"2156";22;40276;1;2644;1;11;128;7740;5;1;5;2;5;1;3;22;43;120
"2157";22;40276;2;2253;2;16;128;0;5;4;1;2;2;1;3;22;40;120
"2158";22;40282;1;2253;1;16;123;15480;5;2;1;1;4;1;3;22;50;120
"2159";22;40285;1;1321;1;18;118;0;5;4;3;1;5;1;3;22;50;120
"2160";22;40287;1;2271;1;16;133;18000;5;2;1;1;4;1;3;22;50;120
"2161";22;40287;3;2271;1;15;133;6000;6;2;1;1;2;2;1;22;30;120
"2162";22;40290;3;2253;2;18;112;0;6;2;1;1;2;2;1;22;40;120
"2163";22;40290;3;2271;1;16;112;0;6;4;1;1;4;1;3;22;40;120
"2164";22;40294;1;2271;1;16;117;8000;6;4;1;2;3;0;1;22;55;120
"2165";22;40299;4;2242;1;17;106;0;2;4;1;1;4;1;3;22;54;120
"2166";22;40300;2;2281;2;16;129;0;6;4;1;1;2;1;3;22;45;120
"2167";22;40302;3;2271;1;16;172;0;6;4;1;4;3;1;3;22;40;120
"2168";22;40304;1;1321;1;18;134;30000;5;4;3;1;6;0;1;22;54;120
"2169";22;40304;3;1212;1;16;134;30000;6;4;3;1;3;0;1;22;40;120
"2170";22;40304;1;1512;1;17;134;0;1;3;4;1;4;1;3;22;54;120
"2171";22;40304;3;2242;1;18;134;0;6;4;1;1;2;1;3;22;40;120
"2172";22;40305;2;2242;1;16;130;0;6;2;1;1;3;1;3;22;48;120
"2173";22;40306;1;2242;1;16;163;25000;5;4;1;4;5;1;3;22;45;120
"2174";22;40306;4;2242;2;16;163;10000;6;4;1;1;2;1;3;22;40;120
"2175";22;40308;10;2271;1;17;140;12000;5;4;1;2;3;1;3;22;30;120
"2176";22;40312;1;2644;1;15;206;0;5;4;5;2;4;0;1;22;55;120
"2177";22;40315;3;2640;1;16;182;0;6;1;5;1;3;1;3;22;0;120
"2178";22;40318;3;2252;1;16;123;19000;6;4;1;1;3;1;3;22;50;120
"2179";22;40321;1;2644;1;9;131;7740;1;4;5;1;2;1;3;22;50;120
"2180";22;40322;3;2271;2;16;104;0;6;4;1;1;3;1;3;22;50;120
"2181";22;40323;1;1212;1;16;106;17200;5;4;3;2;4;1;4;22;50;120
"2182";22;40330;1;2252;1;16;133;8000;1;2;1;1;3;1;3;22;66;120
"2183";22;40330;2;2644;2;10;133;4300;6;4;5;2;2;2;1;22;48;120
"2184";22;40331;1;2261;2;16;135;0;6;1;1;2;6;0;1;22;60;120
"2185";22;40331;2;2261;2;17;135;0;6;1;1;2;3;0;1;22;40;120
"2186";22;40336;1;2621;1;9;101;12900;5;4;1;1;4;1;3;22;50;120
"2187";22;40337;3;2612;1;12;96;0;6;4;1;2;2;1;3;22;42;120
"2188";22;40338;1;2261;1;16;139;0;5;1;1;1;3;1;3;22;55;120
"2189";22;40341;2;2271;1;16;141;0;6;2;1;1;3;1;3;22;45;120
"2190";22;40344;2;1212;2;16;136;10000;1;4;3;1;4;1;3;22;44;120
"2191";22;40352;1;2271;1;16;114;0;5;4;1;1;4;1;3;22;40;120
"2192";22;40352;2;2271;2;16;114;0;5;4;1;1;5;1;3;22;40;120
"2193";22;40356;1;1624;1;16;128;19350;5;2;4;1;4;1;3;22;40;120
"2194";22;40358;3;2271;2;16;137;0;6;1;1;1;2;1;3;22;50;120
"2195";22;40361;2;2242;1;17;135;12000;6;2;1;1;3;1;3;22;50;120
"2196";22;40361;3;2271;1;16;135;10000;6;4;1;2;3;0;1;22;40;120
"2197";22;40365;1;2271;1;16;125;0;5;4;1;1;3;1;3;22;40;120
"2198";22;40368;3;1212;1;16;186;0;6;3;3;1;3;1;3;22;50;120
"2199";22;40378;3;2643;1;16;104;0;6;4;1;4;2;1;3;22;40;120
"2200";22;40379;2;2271;2;16;124;17200;6;4;1;1;3;1;3;22;48;120
"2201";22;40383;1;2644;1;16;145;15000;1;1;5;2;3;0;1;22;0;120
"2202";22;40386;2;2261;2;16;117;21500;6;1;1;1;2;1;3;22;50;120
"2203";22;40389;1;2271;1;16;147;20000;6;4;1;1;2;1;3;22;40;120
"2204";22;40389;2;2271;1;16;147;20000;6;4;1;1;2;1;3;22;40;120
"2205";22;40389;3;2621;2;16;147;0;6;2;1;1;2;1;3;22;40;120
"2206";22;40392;1;2253;1;16;118;18000;5;2;1;1;4;1;3;22;50;120
"2207";22;40396;3;1622;1;17;108;30000;5;4;4;4;4;1;4;22;40;120
"2208";22;40398;1;1321;1;12;168;0;5;4;3;1;5;1;1;22;48;120
"2209";22;40398;2;1621;2;18;168;0;5;2;4;4;4;1;3;22;50;120
"2210";22;40404;2;2242;1;16;134;12000;6;2;1;1;2;1;3;22;51;120
"2211";22;40406;1;1212;1;16;136;30000;6;4;3;1;3;1;4;22;50;120
"2212";22;40407;1;2261;1;17;135;0;5;1;1;2;4;0;1;22;45;120
"2213";22;40408;2;2621;2;16;177;0;6;2;1;1;4;1;3;22;48;120
"2214";22;40414;1;2253;1;20;146;40000;5;2;1;1;5;1;3;22;40;120
"2215";22;40414;3;2253;2;17;146;10000;6;4;1;2;2;0;1;22;40;120
"2216";29;40012;1;2261;1;16;163;15000;5;1;1;2;6;0;1;29;15;120
"2217";29;40028;1;2643;1;8;98;0;5;4;1;5;6;0;1;29;40;120
"2218";29;40031;3;2253;2;16;100;6000;6;2;1;1;2;1;3;29;40;120
"2219";29;40039;1;2644;1;9;197;3010;1;4;5;2;3;2;1;29;60;120
"2220";29;40088;1;2644;1;9;130;7740;1;3;5;1;3;1;4;29;60;120
"2221";29;40093;1;2622;1;17;91;10800;1;4;1;4;4;1;3;29;40;120
"2222";29;40100;1;2644;1;16;79;0;5;4;5;5;4;0;1;29;48;120
"2223";29;40101;1;2251;1;16;88;18000;6;2;1;1;2;1;3;29;48;120
"2224";29;40101;2;2251;2;16;88;18000;6;2;1;1;2;1;4;29;48;120
"2225";29;40105;1;2261;1;17;129;6000;1;1;1;2;5;2;1;29;72;120
"2226";29;40108;1;2253;1;17;132;17200;5;4;1;1;4;1;4;29;40;120
"2227";29;40121;3;1621;1;17;85;30000;6;2;4;1;2;1;3;29;45;120
"2228";29;40128;2;2643;1;12;88;0;5;4;1;5;4;2;1;29;48;120
"2229";29;40137;2;2643;1;9;89;4000;1;4;1;5;4;0;1;29;70;120
"2230";29;40176;3;2281;1;17;99;0;6;4;1;1;2;3;5;29;60;120
"2231";29;40193;1;2261;1;17;100;0;5;1;1;2;5;0;1;29;54;120
"2232";29;40199;1;2242;1;17;95;0;5;4;1;2;5;1;3;29;48;120
"2233";29;40201;1;2242;1;17;104;0;4;4;1;1;5;1;3;29;48;120
"2234";29;40216;3;2242;1;17;102;0;6;2;1;1;2;1;3;29;48;120
"2235";29;40220;3;2643;1;9;103;0;1;4;1;5;4;0;1;29;48;120
"2236";29;40225;1;2261;1;16;87;0;1;1;1;1;4;0;1;29;60;120
"2237";29;40227;2;2252;1;16;93;0;5;4;1;1;3;1;3;29;48;120
"2238";29;40227;7;2242;1;16;93;0;6;2;1;1;2;1;3;29;48;120
"2239";29;40232;2;2242;1;17;106;0;6;2;1;1;2;1;3;29;48;120
"2240";29;40238;1;2242;1;17;102;0;5;2;1;1;3;1;3;29;54;120
"2241";29;40247;1;2253;1;17;104;8000;1;2;1;1;3;1;3;29;73;120
"2242";29;40256;1;2272;1;16;113;9500;5;4;1;4;2;1;3;29;40;120
"2243";29;40263;1;2271;1;17;91;3700;5;4;1;2;5;0;1;29;25;120
"2244";29;40263;1;2612;2;17;91;14000;6;4;1;4;5;1;4;29;40;120
"2245";29;40265;1;2649;1;10;84;2580;6;4;5;2;5;2;1;29;12;120
"2246";29;40266;2;1512;2;9;115;0;5;2;4;5;4;2;1;29;40;120
"2247";29;40271;3;1512;2;14;61;0;5;4;4;3;3;1;3;29;48;120
"2248";29;40285;1;2644;1;17;127;20000;5;4;5;2;3;0;1;29;84;120
"2249";29;40300;1;2643;1;11;119;9890;5;4;1;2;5;0;1;29;47;120
"2250";29;40328;3;2242;1;17;114;30000;6;3;1;1;3;1;3;29;60;120
"2251";29;40330;1;2644;1;12;113;6450;5;4;5;1;4;2;1;29;40;120
"2252";29;40333;1;2623;1;12;77;18000;5;5;1;1;3;1;3;29;60;120
"2253";29;40340;1;1624;1;17;100;12000;5;4;4;1;3;1;3;29;40;120
"2254";29;40341;2;2261;1;17;158;10000;5;4;1;5;4;0;1;29;15;120
"2255";29;40354;1;1322;2;16;152;8000;6;4;3;4;3;1;4;29;77;120
"2256";29;40372;2;1212;2;17;70;12000;1;4;3;1;3;1;3;29;40;120
"2257";29;40391;3;2261;1;17;108;0;5;1;1;5;4;0;1;29;54;120
"2258";29;40391;1;2612;1;12;108;5600;5;1;1;1;5;2;1;29;72;120
"2259";29;40410;1;2271;1;16;60;45000;1;4;1;1;2;1;3;29;40;120
"2260";21;40001;3;2271;1;17;189;0;6;3;1;2;3;1;3;21;36;120
"2261";21;40007;2;2612;1;17;318;0;6;2;1;2;3;1;3;21;32;120
"2262";21;40010;3;2253;1;19;231;0;5;2;1;1;3;1;3;21;0;120
"2263";21;40013;1;1321;1;17;205;0;6;4;3;1;3;1;3;21;0;120
"2264";21;40014;1;2271;1;17;185;0;5;3;1;2;3;2;1;21;54;120
"2265";21;40016;1;1321;1;17;344;15000;5;4;3;1;4;1;3;21;0;120
"2266";21;40019;2;2253;1;17;203;0;6;4;1;1;2;2;2;21;60;120
"2267";21;40019;3;2621;1;17;203;8170;6;4;1;1;2;1;3;21;48;120
"2268";21;40021;1;2621;1;6;178;4000;5;4;1;1;5;2;1;21;50;120
"2269";21;40022;1;1624;2;17;236;0;6;4;4;4;3;1;3;21;37;120
"2270";21;40028;1;2644;1;12;292;0;1;4;5;5;3;0;1;21;21;120
"2271";21;40040;1;2262;1;17;330;14000;5;4;1;4;6;1;3;21;0;120
"2272";21;40051;1;2241;1;17;344;21500;5;2;1;1;3;1;3;21;40;120
"2273";21;40058;2;2242;1;17;317;0;6;2;1;1;3;1;3;21;0;120
"2274";21;40064;6;2644;1;15;206;0;6;4;5;1;3;1;3;21;50;120
"2275";21;40069;2;2261;1;18;144;0;1;4;1;4;5;1;4;21;42;120
"2276";21;40072;3;2271;1;16;224;8600;1;4;1;1;2;1;3;21;40;120
"2277";21;40084;1;2242;1;17;256;0;5;4;1;5;4;0;1;21;25;120
"2278";21;40098;3;2622;2;12;208;0;1;4;1;5;2;2;1;21;11;120
"2279";21;40098;4;2622;1;12;208;0;1;1;1;1;2;1;3;21;44;120
"2280";21;40098;1;2253;1;17;208;0;5;2;1;1;4;1;3;21;42;120
"2281";21;40117;1;2253;1;17;380;40000;5;2;1;1;3;1;3;21;40;120
"2282";21;40142;2;2640;1;11;271;0;5;1;5;1;4;1;3;21;50;120
"2283";21;40149;1;2640;1;13;183;0;5;5;5;4;2;1;3;21;48;120
"2284";21;40150;4;2253;2;17;269;0;6;4;1;1;2;1;3;21;48;120
"2285";21;40151;2;2644;1;12;206;5160;6;4;5;2;2;2;1;21;56;120
"2286";21;40157;1;2253;2;18;235;0;5;4;1;1;3;1;3;21;45;120
"2287";21;40158;3;2271;2;17;348;8000;6;4;1;5;2;0;1;21;10;120
"2288";21;40165;4;2253;1;16;186;35000;6;2;1;1;3;1;3;21;55;120
"2289";21;40171;1;2271;1;16;193;0;3;4;1;4;4;1;3;21;44;120
"2290";21;40179;3;2643;1;16;208;7310;6;1;1;5;3;0;1;21;46;120
"2291";21;40179;4;2643;1;12;208;6880;6;1;1;1;2;1;3;21;45;120
"2292";21;40181;1;2622;1;9;184;5160;1;1;1;1;3;1;3;21;45;120
"2293";21;40186;3;2271;1;15;202;6800;6;4;1;1;2;1;4;21;60;120
"2294";21;40193;1;2261;1;17;315;0;1;1;1;5;2;0;1;21;58;120
"2295";21;40204;1;2261;1;17;153;0;5;4;1;2;4;0;1;21;40;120
"2296";21;40206;1;2644;1;12;254;5160;4;4;5;5;6;0;1;21;36;120
"2297";21;40220;1;2262;1;16;213;0;5;4;1;5;3;0;1;21;26;120
"2298";21;40221;1;2644;1;6;203;0;5;4;5;2;6;0;1;21;40;120
"2299";21;40221;3;2644;1;12;203;0;5;4;5;2;2;0;1;21;40;120
"2300";21;40227;3;2252;1;16;217;8000;5;4;1;1;4;1;3;21;50;120
"2301";21;40228;3;2644;1;10;304;4300;6;4;5;1;2;1;3;21;36;120
"2302";21;40232;1;2644;1;17;196;4300;5;4;5;5;4;0;1;21;30;120
"2303";21;40235;1;2261;1;17;517;0;5;1;1;2;3;0;1;21;50;120
"2304";21;40259;1;2253;1;17;144;0;6;2;1;1;3;1;3;21;50;120
"2305";21;40259;1;2643;1;17;144;0;5;4;1;2;4;0;1;21;27;120
"2306";21;40261;1;2271;1;17;261;0;5;1;1;2;5;0;1;21;45;120
"2307";21;40261;3;2242;2;17;261;0;6;2;1;1;2;1;3;21;40;120
"2308";21;40265;4;2253;2;17;1418;0;6;2;1;1;3;1;3;21;45;120
"2309";21;40277;1;2271;1;16;198;1600;5;4;1;1;3;1;3;21;45;120
"2310";21;40277;2;1621;2;16;198;7000;5;4;4;1;3;1;3;21;45;120
"2311";21;40288;1;1512;1;16;268;0;1;4;4;4;4;1;3;21;40;120
"2312";21;40305;1;2261;1;17;168;9000;5;4;1;2;6;0;1;21;66;120
"2313";21;40307;1;2271;1;17;233;20000;5;4;1;1;3;1;3;21;40;120
"2314";21;40307;2;2271;2;17;233;20000;5;4;1;1;3;1;3;21;40;120
"2315";21;40311;1;2271;1;17;469;20000;5;4;1;1;3;1;3;21;50;120
"2316";21;40330;1;2271;1;17;184;0;5;2;1;1;3;1;3;21;48;120
"2317";21;40331;1;2253;1;17;217;0;1;2;1;1;2;1;3;21;48;120
"2318";21;40331;4;2253;1;17;217;0;5;2;1;1;5;1;3;21;48;120
"2319";21;40333;3;2253;2;17;198;7740;6;2;1;1;2;1;3;21;48;120
"2320";21;40337;1;2271;1;17;196;0;5;4;1;1;3;1;3;21;40;120
"2321";21;40338;1;1512;2;12;310;0;6;3;4;1;4;1;3;21;48;120
"2322";21;40342;1;2261;1;17;362;3600;6;1;1;2;2;2;2;21;60;120
"2323";21;40351;1;2261;1;17;229;10000;5;1;1;2;4;0;1;21;46;120
"2324";21;40360;3;2271;1;17;241;0;6;4;1;5;5;0;1;21;10;120
"2325";21;40364;5;2271;2;16;265;0;1;4;1;4;2;1;4;21;42;120
"2326";21;40365;3;2271;2;16;179;0;2;4;1;4;4;1;3;21;40;120
"2327";21;40368;1;2271;1;16;160;6000;5;2;1;1;3;1;3;21;50;120
"2328";21;40374;3;2644;1;9;155;0;6;1;5;1;4;2;1;21;48;120
"2329";21;40374;4;2644;1;9;155;5160;6;1;5;1;3;2;1;21;48;120
"2330";21;40381;1;2242;1;17;287;12000;1;4;1;1;2;1;3;21;40;120
"2331";21;40383;2;2271;2;17;199;20000;6;3;1;1;3;1;3;21;50;120
"2332";21;40389;1;2261;1;18;304;0;6;1;1;1;2;1;3;21;48;120
"2333";21;40394;1;2261;1;17;198;12000;5;1;1;1;5;1;3;21;55;120
"2334";21;40401;1;2644;1;9;145;860;5;4;5;5;6;0;1;21;3;120
"2335";21;40402;3;2612;1;15;268;0;6;4;1;1;2;2;1;21;24;120
"2336";21;40409;1;2271;1;17;346;6880;5;2;1;1;4;1;3;21;48;120
"2337";21;40423;1;2242;1;17;243;8000;6;2;1;1;2;1;4;21;56;120
"2338";21;40425;5;2644;1;9;166;3000;1;1;5;5;3;0;1;21;12;120
"2339";21;40427;1;2644;1;12;297;0;5;4;5;1;3;1;4;21;40;120
"2340";21;40429;3;1322;2;15;197;0;6;4;3;1;4;1;3;21;40;120
"2341";21;40444;2;2271;1;17;405;0;5;4;1;1;3;1;3;21;55;120
"2342";21;40446;1;2261;1;17;259;8600;3;1;1;5;4;0;1;21;54;120
"2343";21;40470;1;2271;1;17;188;12000;5;4;1;1;3;1;3;21;45;120
"2344";21;40472;1;2643;1;6;197;2580;5;4;1;2;6;2;1;21;24;120
"2345";21;40474;1;1621;1;17;274;16000;5;4;4;4;4;1;3;21;40;120
"2346";21;40479;3;2241;2;16;223;4300;6;4;1;2;2;0;1;21;46;120
"2347";21;40481;4;2271;1;17;290;0;5;4;1;2;2;2;1;21;45;120
"2348";21;40484;3;2271;1;17;205;0;6;4;1;5;3;0;1;21;40;120
"2349";21;40490;2;2253;1;17;253;0;5;4;1;2;6;0;1;21;54;120
"2350";21;40496;1;2271;1;17;272;10000;5;4;1;4;5;1;4;21;42;120
"2351";21;40500;3;2644;1;9;254;0;5;4;5;5;3;0;1;21;30;120
"2352";21;40501;1;2643;1;10;239;0;5;4;1;1;3;1;3;21;52;120
"2353";21;40506;1;1512;2;11;167;0;3;3;4;1;5;1;3;21;58;120
"2354";21;40510;1;2271;1;17;198;0;1;4;1;2;4;0;1;21;40;120
"2355";21;40510;2;2271;2;17;198;0;1;4;1;2;4;0;1;21;40;120
"2356";21;40511;2;2253;2;17;159;0;6;2;1;1;2;1;3;21;48;120
"2357";21;40516;4;2242;2;16;234;34400;6;2;1;1;2;1;3;21;48;120
"2358";21;40517;1;2252;1;17;350;0;5;4;1;2;6;0;1;21;13;120
"2359";21;40518;2;1512;2;16;138;10000;5;4;4;1;2;1;3;21;60;120
"2360";21;40519;2;2643;1;12;193;3870;6;4;1;1;3;1;3;21;56;120
"2361";21;40520;1;2253;1;17;368;15000;5;2;1;1;3;2;1;21;57;120
"2362";21;40530;1;1512;1;14;198;0;5;2;4;1;5;1;3;21;56;120
"2363";21;40533;1;2252;1;17;175;0;5;4;1;2;4;0;1;21;54;120
"2364";21;40547;3;2271;1;17;335;0;6;4;1;1;3;1;3;21;40;120
"2365";21;40549;1;2271;1;17;183;0;5;2;1;1;5;1;3;21;40;120
"2366";21;40552;1;2643;1;10;197;21500;6;4;1;5;3;0;1;21;56;120
"2367";21;40561;3;1621;1;16;269;0;6;3;4;1;2;1;3;21;48;120
"2368";21;40565;4;2643;1;17;209;0;5;4;1;1;3;1;3;21;60;120
"2369";21;40574;1;2612;1;17;170;8000;1;5;1;1;2;1;3;21;108;120
"2370";21;40580;1;1212;1;12;239;24000;5;4;3;1;3;1;3;21;46;120
"2371";21;40582;1;2212;1;17;221;14000;6;4;1;1;2;1;3;21;32;120
"2372";21;40593;1;2643;1;12;229;0;5;4;1;4;3;1;3;21;60;120
"2373";21;40597;3;2253;1;16;365;0;6;2;1;1;2;1;3;21;48;120
"2374";3;40003;5;2261;1;16;55;18000;1;1;1;1;2;1;3;3;42;120
"2375";3;40004;2;1621;1;18;55;40000;5;5;4;1;5;1;3;3;0;120
"2376";3;40008;1;2622;1;12;59;12900;5;1;1;1;3;2;2;3;45;120
"2377";3;40018;4;2622;1;15;66;11200;1;4;1;4;4;1;3;3;30;120
"2378";3;40019;1;2271;1;16;56;14000;5;4;1;1;3;1;3;3;54;120
"2379";3;40021;1;2271;1;16;65;24000;5;5;1;4;3;1;3;3;32;120
"2380";3;40022;1;2611;1;16;53;0;5;4;1;4;3;1;3;3;0;120
"2381";3;40024;2;2643;1;9;47;7396;5;1;1;1;3;1;3;3;36;120
"2382";3;40032;2;2261;1;15;79;30000;1;1;1;2;3;1;3;3;48;120
"2383";3;40042;3;2242;1;17;85;0;6;5;1;1;3;1;3;3;48;120
"2384";3;40042;3;2271;1;17;85;0;6;4;1;2;2;1;3;3;0;120
"2385";3;40048;1;2261;1;16;56;0;5;1;1;2;4;0;1;3;14;120
"2386";3;40048;1;2272;1;16;56;0;5;4;1;1;4;1;3;3;48;120
"2387";3;40048;2;2271;2;16;56;1000;5;4;1;4;4;1;3;3;0;120
"2388";3;40050;2;2271;1;16;63;20000;1;4;1;4;3;1;3;3;40;120
"2389";3;40052;2;1212;2;9;56;20000;1;4;3;1;3;1;3;3;72;120
"2390";3;40060;1;1621;1;17;57;14000;5;5;4;4;4;1;3;3;0;120
"2391";3;40067;3;2271;2;17;54;0;2;4;1;4;4;1;3;3;24;120
"2392";3;40069;1;1622;1;16;57;24000;5;4;4;4;4;1;3;3;40;120
"2393";3;40074;3;2253;1;16;56;0;6;2;1;5;2;0;1;3;36;120
"2394";3;40087;1;2622;1;13;70;13000;5;5;1;1;6;1;3;3;50;120
"2395";3;40102;2;2622;1;12;51;5000;1;4;1;4;3;1;3;3;48;120
"2396";3;40106;3;1512;2;17;59;10000;6;4;4;1;2;1;3;3;45;120
"2397";3;40107;1;1622;1;16;65;19000;5;4;4;4;5;1;3;3;35;120
"2398";3;40107;3;2272;2;16;65;12000;6;4;1;4;3;1;3;3;45;120
"2399";3;40111;1;2612;1;18;65;10000;6;4;1;3;3;2;1;3;84;120
"2400";3;40116;3;2643;1;16;57;0;6;4;1;1;3;1;3;3;48;120
"2401";3;40127;3;2271;1;16;50;0;6;4;1;5;2;0;1;3;36;120
"2402";3;40138;2;2271;2;16;68;11000;5;3;1;1;4;1;3;3;40;120
"2403";3;40143;1;2644;1;17;66;6020;1;4;5;1;3;1;3;3;46;120
"2404";3;40149;1;2271;1;17;59;0;5;4;1;4;4;1;3;3;40;120
"2405";3;40151;1;2252;1;17;70;0;5;4;1;4;5;1;3;3;40;120
"2406";3;40160;3;2271;1;16;62;0;6;4;1;2;3;0;1;3;84;120
"2407";3;40162;3;1621;2;16;62;0;6;4;4;4;2;1;3;3;40;120
"2408";3;40166;1;2261;1;16;56;14000;5;1;1;1;6;1;3;3;60;120
"2409";3;40171;1;1621;1;99;56;12000;1;4;4;4;3;1;4;3;56;120
"2410";3;40174;1;2644;1;12;53;12000;5;4;5;1;5;1;3;3;48;120
"2411";3;40177;1;1512;1;12;57;5000;5;4;4;1;4;1;3;3;71;120
"2412";3;40191;1;2261;1;18;54;20000;6;4;1;2;2;2;1;3;44;120
"2413";3;40191;4;2271;1;17;54;0;6;4;1;1;2;1;3;3;46;120
"2414";3;40195;3;2644;1;12;53;0;6;4;5;1;2;1;3;3;56;120
"2415";3;40195;3;2271;1;17;53;0;6;4;1;4;4;1;3;3;40;120
"2416";3;40201;2;2261;1;17;62;7740;1;1;1;2;3;0;1;3;24;120
"2417";3;40207;1;1621;1;18;54;0;1;4;4;4;3;1;3;3;40;120
"2418";3;40210;2;1512;2;10;68;0;2;3;4;1;4;1;3;3;54;120
"2419";3;40219;1;2212;1;18;78;18000;1;4;1;3;2;2;1;3;30;120
"2420";3;40225;2;1324;1;6;59;6000;1;6;3;2;5;1;3;3;34;120
"2421";3;40226;1;2261;1;16;45;6000;1;4;1;2;3;0;1;3;54;120
"2422";3;40226;2;2261;2;16;45;0;1;4;1;4;3;1;3;3;0;120
"2423";3;40227;10;2271;1;16;50;12000;1;4;1;1;2;1;3;3;72;120
"2424";3;40239;1;2644;1;16;54;7095;1;4;5;1;3;1;3;3;48;120
"2425";3;40259;3;2253;1;16;68;4300;6;4;1;1;2;1;3;3;46;120
"2426";3;40271;1;2261;1;16;47;21500;5;1;1;1;3;1;3;3;60;120
"2427";3;40277;1;2271;1;17;87;12000;5;4;1;4;3;1;3;3;30;120
"2428";3;40296;1;2643;1;6;53;0;5;4;1;2;6;0;1;3;46;120
"2429";3;40296;3;2643;1;12;53;0;6;4;1;2;4;0;1;3;35;120
"2430";3;40297;2;2261;1;17;63;31000;5;1;1;1;4;1;3;3;45;120
"2431";3;40299;2;2643;1;17;57;8600;6;1;1;1;2;1;3;3;54;120
"2432";3;40304;3;2253;1;17;54;0;6;1;1;1;3;1;1;3;25;120
"2433";3;40305;2;1621;2;19;62;16000;5;4;4;4;5;1;3;3;40;120
"2434";3;40307;1;2262;1;17;75;9000;5;4;1;4;5;1;3;3;77;120
"2435";3;40310;2;2622;1;17;68;0;6;4;1;4;4;1;3;3;40;120
"2436";3;40314;1;1322;1;16;60;10000;5;4;3;4;4;1;3;3;40;120
